numdossier_new,lda_documents
T04921006801,"[['disposition', 'generales', 'applicables', 'tous', 'salary', 'wibaie'], ['période', 'référence', 'cadre', 'annualisation'], ['heures', 'effectives'], ['temp', 'déplacement'], ['heures', 'supplémentaires', 'heures', 'complémentaires'], ['compte', 'epargne', 'temp', 'absence'], ['retard'], ['réunions', 'personnel'], ['fermetures', 'annuelles'], ['disposition', 'générales'], ['congés', 'fractionnement'], ['congés'], ['ponts', '2022'], ['journée', 'solidarité'], ['disposition', 'personnel', 'ouvrier', 'technicien', 'production'], ['gestion', 'zone', 'travail'], ['planning', 'prévisionnels', '2022'], ['heures', 'supplémentaires'], ['equipe', 'nuit'], ['planning', 'spécifique'], ['pause', 'paniers'], ['nuit'], ['arrêts', 'production'], ['disposition', 'personnel', 'administratif'], ['population', 'concernée'], ['régime', 'horaire'], ['principe', 'système', 'horaire', 'variable'], ['exposé', 'système', 'horaire', 'variable'], ['système', 'compteur', 'crédit-débit'], ['ca', 'particulier', 'service', 'relation', 'client', 'assistant', 'logistiques'], ['télétravail'], ['compteurs', 'rtt'], ['acquisition'], ['utilisation'], ['compteur', 'heures', 'supplémentaires'], ['demi-journées', 'non', 'travaillées', 'temp', 'plein'], ['temp', 'partiel'], ['diver'], ['gestion', 'exceptionnelle', 'salon', 'intervention', 'fournisseurs/prestataires'], ['forfait', 'annuel', 'jours'], ['droit', 'déconnexion'], ['duree', 'reconduction'], ['publicite']]"
T03719001362,"[['accord', 'entreprise'], ['article', 'l.3121-41', 'l.3121-44', 'code', 'travail'], ['période', 'décompte', 'horaire'], ['condition', 'délais', 'prévenance', 'changements', 'volume', 'horaire', 'travail', 'répartition'], ['modalités', 'variation', 'volume', 'répartition', 'horaire', 'travail'], ['modalités', 'communication', 'modification', 'volume', 'répartition', 'horaire', 'travail'], ['délai', 'information', 'modification'], ['condition', 'rémunération'], ['rémunération', 'cours', 'période', 'décompte'], ['heures', 'supplémentaires', 'cours', 'période', 'décompte'], ['rémunération', 'fin', 'période', 'décompte'], ['incidence', 'rémunération', 'absence', 'arrivées', 'départs', 'cours', 'période', 'décompte'], ['rendez-vous', 'suivi', 'application', 'accord'], ['révision'], ['dénonciation']]"
T07821008754,"[['accord', 'collectif'], ['relatif', 'renonciation', 'conge', 'fractionnement'], ['date', 'congé', 'principal'], ['autorisation', 'fractionnement', 'congé', 'payé'], ['renonciation', 'jours', 'fractionnement'], ['publication', 'accord']]"
A07618005718,"[['avenant', 'n°2', 'accord', 'reduction', 'temp', 'travail'], ['definition', 'duree', 'travail'], ['temp', 'pause', 'repas'], ['temp', 'habillage', 'déshabillage'], ['aménagement', 'temp', 'travail', 'att', 'collectif', 'période', 'égale', 'année', 'annualisation'], ['article', '4.2.1', 'durée', 'annuelle', 'travail', 'article', 'aménagement', 'temp', 'travail', 'att', 'collectif', 'période', 'égale', 'année', 'annualisation', 'avenant', 'n°1', 'date', 'susvisé', 'annulé', 'remplacé', 'suit'], ['durée', 'annuelle', 'travail'], ['article', '4.2.5', 'paiement', 'heures', 'avant', 'fin', 'période', 'annualisation', '30/06/n+1', 'article', 'aménagement', 'temp', 'travail', 'att', 'collectif', 'période', 'égale', 'année', 'annualisation', 'avenant', 'n°1', 'date', 'susvisé', 'annulé', 'remplacé', 'suit'], ['contingent', 'annuel', 'heures', 'supplémentaires'], ['durée', 'date', 'effet', 'avenant'], ['dépôt', 'affichage', 'avenant']]"
T07520024000,"[['accord', 'entreprise'], ['relatif', 'contingent', 'heures', 'supplémentaires'], ['objet', 'accord']]"
T03618000082,"[['accord', 'relatif', 'amenagement', 'temp', 'travail'], ['definition', 'temp', 'travail', 'efectif'], ['amplitude', 'journaliere'], ['repartition', 'duree', 'travail', 'cycle'], ['contingent', 'annuel', 'heures', 'supplementaires'], ['temp', 'travail', 'effectif'], ['limites', 'quotidiennes'], ['amplitude', 'travail'], ['repos', 'quotidien'], ['pause', 'coupures'], ['pause', 'légale'], ['pause', 'repas'], ['modalités', 'attribution', 'pause', 'coupures'], ['organisation', 'temp', 'travail', 'compétence', 'employeur'], ['coupures'], ['décompte', 'temp', 'travail'], ['repartition', 'duree', 'travail'], ['contingent', 'heures', 'supplementaires'], ['amenagement', 'temp', 'travail', 'quatorzaine'], ['période', 'référence'], ['limites', 'modulation'], ['heures', 'supplémentaires'], ['fin', 'période', 'modulation'], ['décompte', 'absence'], ['travail', 'dimanche'], ['date', 'effet-', 'duree', 'denonciation', 'adhesion', 'interpretation'], ['révision', 'dénonciation'], ['suivi', 'accord', 'rendez-vous']]"
T06919007926,"[['accord', 'entreprise', 'relatif', 'contingent', 'heures', 'supplémentaires'], ['contingent', 'heures', 'supplémentaires'], ['formalités']]"
T04919003309,"[['accord', 'entreprise', 'relatif', 'gestion', 'temp', 'travail', 'salary'], ['association', 'objet'], ['temp', 'travail', 'effectif'], ['déplacements', 'professionnels'], ['heures', 'supplémentaires'], ['travail', 'exceptionnel', 'jours', 'repos', 'hebdomadaire', 'jours', 'fériés'], ['durée', 'collective', 'travail'], ['réduction', 'nombre', 'jours', 'rtt'], ['toutes', 'absence', 'congés', 'non', 'rémunérés'], ['utilisation', 'rtt'], ['aménagement', 'horaires', 'travail'], ['télétravail'], ['organisation', 'congés'], ['modification', 'avenant']]"
T04221004351,"[['article', '3121-33', 'code', 'travail', 'affirme', 'primauté', 'accord', 'entreprise', 'détermination', 'contingent', 'annuel', 'heures', 'supplémentaires'], ['article', '12.2', 'convention', 'collective', 'nationale', 'transport', 'routiers', 'applicable', 'sein', 'sa', 'bec', 'fixe', 'ledit', 'contingent', 'cent', 'trente', '135', 'heures', 'personnel', 'sédentaire'], ['objet', 'accord'], ['catégories', 'salariés', 'susceptibles', 'conclure', 'convention', 'individuelle', 'forfait'], ['catégories', 'salariés', 'susceptibles', 'conclure', 'convention', 'individuelle', 'forfait', 'parmi', 'personnel', 'cadre'], ['catégories', 'salariés', 'susceptibles', 'conclure', 'convention', 'individuelle', 'forfait', 'parmi', 'personnel', 'non', 'cadre'], ['caractéristiques', 'convention', 'individuelles', 'forfait', 'jours'], ['condition', 'mise', 'place'], ['nombre', 'jours', 'travaillés', 'période', 'référence', 'forfait'], ['décompte', 'temp', 'travail'], ['nombre', 'jours', 'repos'], ['prise', 'compte', 'absence', 'entrées', 'sortie', 'cours', 'année'], ['prise', 'compte', 'entrées', 'cours', 'année'], ['prise', 'compte', 'absence'], ['prise', 'compte', 'sortie', 'cours', 'année'], ['prise', 'jours', 'repos'], ['forfait', 'jours', 'réduit'], ['rémunération'], ['renonciation', 'salarié', 'jours', 'repos'], ['suivi', 'charge', 'travail', 'entretien', 'individuel', 'droit', 'déconnexion'], ['suivi', 'charge', 'travail'], ['relevé', 'déclaratif', 'journées', 'demi-journées', 'travail'], ['obligation', 'observer', 'temp', 'repos'], ['jours', 'fériés'], ['dispositif', 'alerte'], ['entretien', 'individuel'], ['exercice', 'droit', 'déconnexion'], ['partie', 'contingent', 'annuel', 'heures', 'supplementaires'], ['détermination', 'contingent', 'annuel', 'heures', 'supplémentaires'], ['rémunération', 'heures', 'supplémentaires', 'effectuées', 'intérieur', 'contingent', 'annuel'], ['dépassement', 'contingent', 'annuel', 'heures', 'supplémentaires'], ['condition', 'accomplissement', 'heures', 'supplémentaires', 'au-delà', 'contingent', 'annuel'], ['caractéristiques', 'condition', 'prise', 'contrepartie', 'obligatoire', 'sou', 'forme', 'repos'], ['définition', 'télétravail'], ['fonctions', 'postes', 'concernés'], ['modalités', 'acceptation', 'salarié', 'condition', 'mise', 'œuvre', 'télétravail'], ['condition', 'retour', 'exécution', 'contrat', 'travail', 'sans', 'télétravail'], ['suspension', 'télétravail'], ['lieu', 'télétravail'], ['modalités', 'contrôle', 'temp', 'travail'], ['fréquence', 'nombre', 'jours', 'télétravaillés'], ['détermination', 'plage', 'horaires', 'permettant', 'joindre', 'télétravailleur'], ['équipements', 'liés', 'télétravail'], ['remboursement', 'frais', 'professionnels', 'liés', 'télétravail'], ['assurance', 'couvrant', 'risques', 'liés', 'télétravail'], ['obligation', 'discrétion', 'confidentialité'], ['santé', 'sécurité', 'travail'], ['suivi', 'révision', 'dénonciation', 'accord'], ['dépôt', 'publicité', 'accord']]"
T06920013870,"[['accord', 'collectif', 'entreprise', 'relatif', 'aménagement', 'temp', 'travail', 'salariés', 'société', 'rotam', 'agrochemical', 'europe'], ['horaires', 'individualises'], ['champ', 'application', 'horaires', 'individualisés'], ['durée', 'horaires', 'travail'], ['report', 'heures'], ['suivi', 'temp', 'travail', 'effectif'], ['heures', 'supplémentaires'], ['rémunération', 'salariés', 'horaires', 'individualisés'], ['forfait', 'annuel', 'jours'], ['champ', 'application', 'forfait-jours'], ['fonctionnement', 'forfait-jours'], ['régime', 'juridique', 'forfait', 'annuel', 'jours'], ['période', 'annuelle', 'référence'], ['nombre', 'journées', 'travaillées'], ['jours', 'repos'], ['rémunération', 'salariés', 'forfait-jours'], ['forfait', 'annuel', 'jours', 'réduit'], ['embauche', 'départ', 'cours', 'année', 'décompte', 'absence'], ['protection', 'santé', 'sécurité', 'salariés'], ['repos', 'obligatoires'], ['droit', 'deconnexion'], ['définition', 'droit', 'déconnexion'], ['mesures', 'visant', 'lutter', 'contre', 'utilisation', 'outils', 'numériques', 'communication', 'professionnelle', 'hors', 'temp', 'travail'], ['promotion', 'bonnes', 'pratiques', 'utilisation', 'outils', 'numériques', 'professionnels'], ['disposition', 'finale'], ['validité', 'accord'], ['portée', 'accord'], ['durée', 'entrée', 'vigueur', 'suivi', 'accord'], ['accord', 'également', 'transmis', 'diligence', 'société', 'commission', 'paritaire', 'négociation', 'interprétation', 'branche']]"
T06819001142,"[['accord', 'entreprise'], ['relatif', 'aménagement'], ['temp', 'travail'], ['partie', 'disposition', 'generales'], ['objet', 'accord'], ['durée', 'application'], ['accord', 'applique', 'dès', 'entrée', 'vigueur', 'salariés', 'titulaires', 'contrat', 'travail', 'compris', 'champ', 'application', 'matérialisé', 'conclusion', 'avenant', 'contrat', 'travail', 'salariés', 'concernés'], ['révision'], ['litiges'], ['défaut', 'accord', 'amiable', 'chacune', 'party', 'pourra', 'saisir', 'tribunal', 'compétent'], ['dépôt'], ['partie', 'regime', 'juridique', 'mensualisation'], ['durée', 'travail'], ['catégorie', 'salariés', 'concernés'], ['/règlement', 'heures', 'supplémentaires'], ['gestion', 'heures', 'supplémentaires'], ['décompte', 'majorations', 'heures', 'supplémentaires']]"
T06018000214,"[['accord', 'entreprise', 'relatif'], ['amenagement', 'temp', 'travail'], ['cadre', 'juridique'], ['champ', 'application'], ['theme', 'accord'], ['durees', 'travail', 'repos'], ['duree', 'effective', 'travail'], ['duree', 'quotidienne', 'maximale', 'travail'], ['duree', 'hebdomadaire', 'maximale', 'travail'], ['temp', 'pause'], ['repos', 'quotidien'], ['repos', 'hebdomadaire'], ['repartition', 'heures', 'travail', 'semaine'], ['amplitude', 'journalière', 'salariés', 'temp', 'partiel', 'pourra', 'cependant', 'être', 'fixée', 'heures'], ['iii', 'paiement', 'heures', 'supplementaires', 'contingent', 'heures', 'supplementaires'], ['contingent', 'heures', 'supplementaires', 'entreprise'], ['heures', 'supplementaires'], ['amenagements', 'temp', 'travail', 'cadre', 'modulation', 'courte'], ['période', 'organisation', 'temp', 'travail', 'périodicité', 'mise', 'place', 'planning'], ['application', 'salariés', 'employés', 'temp', 'partiel'], ['temp', 'habillage', 'deshabillage'], ['organisation', 'temp', 'travail', 'cadre', 'modulation', 'longue', 'contractualisee', 'non'], ['organisation', 'temp', 'travail', 'tout', 'partie', 'année', 'salariés', 'temp', 'complet', 'modulation', 'temp', 'travail', 'période', 'supérieure', 'semaine', 'plus', 'égale', 'année'], ['calendrier', 'prévisionnel'], ['condition', 'délai', 'prévenance', 'changements', 'durée', 'horaire', 'travail'], ['définition'], ['paiement/compensation', 'heures', 'supplémentaires'], ['lissage', 'rémunération', 'mention', 'bulletin', 'paie'], ['prise', 'compte', 'absence', 'départs', 'arrivées', 'cours', 'année'], ['décompte', 'temp', 'travail'], ['modification', 'temporaire', 'durée', 'travail', 'avenant', 'contractuel', 'salariés', 'temp', 'partiel'], ['temp', 'partiel', 'aménagé', 'tout', 'partie', 'année', 'salariés', 'temp', 'partiel', 'modulation', 'temp', 'travail', 'période', 'supérieure', 'semaine', 'plus', 'égale', 'année'], ['principe', 'applicables'], ['prise', 'compte', 'absence', 'départs', 'arrivées', 'cours', 'année'], ['vii', 'cadre', 'agent', 'maitrise', 'autonomes', 'convention', 'individuelles', 'forfait', 'jours', 'annee'], ['définition'], ['convention', 'individuelles', 'forfait', 'jours', 'année'], ['organisation', 'jours', 'repos'], ['organisation', 'prises', 'jours', 'demi-journées', 'repos', 'variera', 'selon', 'nécessités', 'organisation', 'activité'], ['modalités', 'décompte', 'jours', 'travaillés'], ['amplitude', 'journée', 'travail', 'repos']]"
A06718005834,"[['protocole', 'accord', 'logistique'], ['octobre', '2017'], ['prime', 'modification', 'changement', 'horaire', 'logistique'], ['traitement', 'conge'], [], ['traitement', 'week-end', 'pascal'], ['désaccord'], ['publicité'], ['durée']]"
T09422010665,"[['accord', 'entreprise', 'relatif', 'forfait', 'jours'], ['co-moe'], ['objet', 'champ', 'application'], ['catégorie', 'salariés', 'concernés'], ['caractéristiques', 'convention', 'individuelle', 'forfait', 'annuel', 'jours'], ['nombre', 'jours', 'travaillés', 'période', 'référence'], ['impact', 'arrivées', 'départs', 'cous', 'période', 'référence'], ['impact', 'absence', 'forfait'], ['forfait', 'annuel', 'jours', 'réduit'], ['jours', 'rtt'], ['rémunération'], ['décompte', 'temp', 'travail'], ['suivi', 'organisation', 'travail', 'chaque', 'salarié'], ['entretiens', 'annuels', 'individuels'], ['suivi', 'médical'], ['droit', 'déconnexion'], ['consultation', 'irp'], ['consultation', 'personnel'], ['dépôt', 'publicité', 'accord']]"
T01724060312,"[['accord', 'entreprise', 'compte', 'heures', 'supplémentaires'], ['presentation', 'party'], ['substitution'], ['champ', 'application'], ['compte', 'heures', 'supplémentaires'], ['duree', 'accord', 'entree', 'vigueur'], ['revision', 'denonciation', 'accord'], ['révision'], ['depot', 'publicite', 'accord']]"
T01420002715,"[['protocole', 'accord', 'nao', '2019'], ['proposition', 'organisation', 'syndicales', 'position', 'direction'], ['disposition', 'finale']]"
T04522005305,"[['avenant', 'n°3', 'accord', 'organisation', 'temp', 'travail', 'sein', 'ues', 'axereal'], ['heures', 'supplémentaires', 'payées', 'cours', 'période'], ['heures', 'supplémentaires', 'terme', 'période', 'référence'], ['dérogations', 'traitement', 'heures', 'supplémentaires', 'terme', 'période', 'référence'], ['entrée', 'vigueur', 'avenant'], ['révision'], ['avenant', 'portant', 'révision', 'accord', 'initial', 'présent', 'avenant', 'fera', 'objet', 'dépôt', 'formes', 'indiquées', 'article', 'publicité', 'dépôt'], ['dénonciation']]"
T07618000144,"[['sa', 'airelles'], ['chemin', 'clair', 'ruissel'], ['sa', 'immatriculée', 'rcs', 'sou', 'numéro', '488275694'], ['accord', 'collectif', 'entreprise', 'garantir'], ['competitivite', 'entreprise'], ['période', 'référence', 'décompte', 'heures', 'supplémentaires'], ['taux', 'majoration', 'heures', 'supplémentaires', 'définies', 'article'], ['contingent', 'annuel', 'heures', 'supplémentaires'], ['définition', 'heures', 'travail', 'effectif'], ['temp', 'trajet'], ['rémunération', 'temp', 'trajet'], ['relevé', 'heures', 'contrôle', 'heures', 'effectuées'], ['autres', 'indemnités', 'liées', 'déplacements'], ['grille', 'salaire'], ['chômage', 'intempéries'], ['jours', 'fériés'], ['feront', 'objet', 'indemnisation', 'forfaitaire', 'correspondant', 'heures', 'travail'], ['suivi', 'aménagements', 'accord', 'collectif', 'entreprise'], ['information', 'salariés'], ['acceptation', 'tacite', 'accord', 'après', 'référendum'], ['durée', 'entrée', 'vigueur', 'cet', 'accord']]"
T07522048782,"[['accord', 'organisation', 'aménagement', 'temp', 'travail', 'sein', 'société', 'yolaw'], ['disposition', 'générales'], ['objet', 'champ', 'application', 'accord'], ['définition', 'disposition', 'générales'], ['temp', 'travail', 'effectif'], ['durée', 'maximale', 'travail'], ['contingent', 'heures', 'supplémentaires'], ['aménagement', 'temp', 'travail', 'salariés'], ['population', 'éligible'], ['durée', 'travail', 'repos', 'compensateur', 'remplacement'], ['horaires'], ['rémunération', 'taux', 'majoration', 'heures', 'supplémentaires'], ['régime', 'jours', 'repos', 'compensateur', 'equivalent', 'jrce'], ['ouverture', 'droit', 'date', 'prise', 'repos', 'compensateur', 'remplacement'], ['modalités', 'prise', 'repos', 'compensateur', 'équivalent'], ['rupture', 'contrat', 'travail'], ['aménagement', 'temp', 'travail', 'salariés', 'cadre', 'décompte', 'jours'], ['population', 'éligible'], ['modalités', 'mise', 'œuvre', 'convention', 'forfait', 'annuel', 'jours'], ['condition', 'mise', 'place', 'forfait'], ['période', 'référence', 'durée', 'forfait', 'annuel', 'jours'], ['prise', 'jours', 'repos'], ['prise', 'compte', 'absence', 'valorisation', 'absence'], ['prise', 'compte', 'sortie', 'cours', 'période', 'référence'], ['durée', 'maximale', 'travail', 'suivi', 'charge', 'travail'], ['durée', 'maximale', 'temp', 'travail'], ['suivi', 'charge', 'travail'], ['organisation', 'travail'], ['articulation', 'entre', 'activité', 'professionnelle', 'vie', 'personnelle'], ['rémunération'], ['droit', 'déconnexion'], ['définition', 'droit', 'déconnexion'], ['mesures', 'visant', 'lutter', 'contre', 'utilisation', 'outils', 'numériques', 'communication', 'professionnelle', 'hors', 'temp', 'travail'], ['action', 'menées', 'entreprise'], ['disposition', 'finale'], ['entrée', 'vigueur', 'durée', 'portée', 'accord'], ['publicité'], ['dépôt', 'accord']]"
T01622002470,"[['accord', 'entreprise'], ['relatif', 'activite', 'distillation'], ['champ', 'application'], ['duree', 'amenagement', 'temp', 'travail'], ['contreparties', 'travail', 'nuit'], ['contreparties', 'travail', 'dominical', 'jours', 'feries'], ['prime', 'distillation'], ['classification'], ['entree', 'vigueur', 'duree'], ['revision'], ['denonciation'], ['depot', 'publicite'], ['champ', 'application'], ['duree', 'amenagement', 'temp', 'travail'], ['contreparties', 'travail', 'nuit'], ['contreparties', 'travail', 'dominical', 'jours', 'feries'], ['prime', 'distillation'], ['classification'], ['entree', 'vigueur', 'duree'], ['revision'], ['denonciation'], ['depot', 'publicite']]"
T07319001687,"[['accord', 'entreprise'], ['relatif', 'duree', 'travail', 'applicable', 'sein', 'societe', 'synapse'], ['champ', 'application'], ['definition', 'temp', 'travail', 'effectif', 'duree', 'travail', 'applicable', 'sein', 'societe', 'synapse'], ['durees', 'maximales', 'travail'], ['repos', 'quotidien', 'hebdomadaire'], ['definition', 'heures', 'supplementaires'], ['contingent', 'annuel', 'heures', 'supplementaires'], ['disposition', 'finale'], ['durée', 'révision', 'dénonciation'], ['dépôt']]"
T00621005409,"[['procès-verbal'], ['negociation', 'annuelle', 'obligatoire', '2021'], [], [], [], [], [], [], []]"
T02718000208,"[['annualisation', 'temp', 'travail', 'modalités', 'jrtt', 'mensuels'], ['définition', 'mensuels'], ['temp', 'travail', 'effectif'], ['définition', 'temp', 'travail', 'effectif'], ['modalités', 'acquisition', 'prise', 'jours', 'rtt'], ['fixation', 'journée', 'solidarité'], ['heures', 'supplémentaires'], ['durée', 'aménagement', 'temp', 'travail', 'ingénieurs', 'cadre'], ['forfait', 'jours'], ['période', 'référence', 'forfait'], ['nombres', 'jour', 'compris', 'forfait'], ['modalités', 'application', 'convention', 'forfait'], ['incidence', 'absence'], ['contrôle', 'forfait', 'jours'], ['modalités', 'prise', 'jours', 'repos'], ['disposition', 'concernant', 'tous', 'salariés'], ['droit', 'déconnexion'], ['don', 'jours', 'congés'], ['durée', 'dénonciation', 'révision', 'formalités', 'dépôt'], ['durée', 'dénonciation', 'révision'], ['entrée', 'vigueur', 'dépôt', 'publicité']]"
T07319001773,"[['accord', 'entreprise'], ['relatif', 'duree', 'travail'], ['champ', 'application'], ['organisation', 'temp', 'travail'], ['modalités', 'organisation', 'travail', 'entreprise'], ['temp', 'petits', 'déplacements', 'rendre', 'chantiers'], ['temp', 'grand', 'déplacements', 'rendre', 'chantiers'], ['temp', 'pause'], ['gestion', 'temp', 'travail'], ['modalités', 'organisation', 'temp', 'travail'], ['heures', 'supplémentaires'], ['durées', 'maximum', 'travail'], ['modalités', 'enregistrement', 'temp', 'travail'], ['gestion', 'congés'], ['disposition', 'finale'], ['modalités', 'conclusion', 'présent', 'accord'], ['dépôt', 'publicité', 'accord']]"
T97223002377,"[['avenant', 'revision'], ['accord', 'famille'], ['administration', 'service', 'aes'], ['non-cadre'], ['travail', 'temp', 'partiel'], ['travail', 'dimanche', 'jours', 'feries'], ['travail', 'pendant', 'transferts'], ['travail', 'nuit'], ['catégories', 'personnel', 'visées'], ['définition', 'travail', 'nuit'], ['contreparties', 'liées', 'travail', 'nuit'], ['compensation', 'financière', 'travailleurs', 'nuit'], ['compensation', 'financière', 'autres', 'salariés', 'travaillant', 'nuit'], ['repos', 'compensateur'], ['condition', 'travail', 'travailleurs', 'nuit'], ['durées', 'maximales', 'quotidienne', 'hebdomadaire'], ['temp', 'pause'], ['vie', 'familiale'], ['priorité', 'attribution', 'nouveau', 'poste'], ['protection', 'santé'], ['protection', 'maternité'], ['egalité', 'professionnelle'], ['formation', 'professionnelle'], ['conge', 'paye'], ['ouverture', 'droit', 'congés', 'payés'], ['conge', 'anciennete'], ['avenant', 'revision', 'accord'], ['famille', 'aes', 'non-cadre'], ['cadre', 'juridique'], ['champ', 'application'], ['entree', 'vigueur', 'revision', 'denonciation'], ['entrée', 'vigueur'], ['révision'], ['dénonciation'], ['classification', 'remuneration'], ['differentes', 'filieres'], ['mission', 'générale', 'métiers', 'filière', 'accompagnement', 'social', 'professionnel'], ['metier', 'sante'], ['metier', 'social'], ['metier', 'insertion'], ['chargé', 'insertion', 'sociale', 'professionnelle'], ['filière', 'administratif'], ['mission', 'générale', 'métiers', 'filière', 'administratif'], ['assistant', 'direction', 'établissement'], ['assistant', 'direction', 'équipe', 'fonctionnelle'], ['metier', 'comptabilite'], ['comptable', 'comptabilité', 'tier', 'trésorerie'], ['metier', 'ressources', 'humaines'], ['gestionnaire', 'paie']]"
T05321002743,"[['accord', 'entreprise'], ['relatif', 'organisation', 'travail'], ['heures', 'supplémentaires'], ['cadre'], ['périmètre', 'application', 'accord'], ['révision', 'dénonciation'], ['modalités', 'organisation', 'activité'], ['planning', 'prévisionnels'], ['modalités', 'enregistrement', 'suivi', 'temp', 'travail'], ['délai', 'modification', 'horaires'], ['planning'], ['heures', 'supplémentaires'], ['définitions', 'heures', 'supplémentaires'], ['contingent', 'annuel'], ['modalités', 'paiement'], ['taux', 'majorations'], ['remplacement', 'paiement', 'heures', 'supplémentaires', 'repos', 'compensateur', 'équivalent'], ['limites'], ['modalités', 'conclusion', 'présent', 'accord'], ['dépôt', 'publicité', 'accord']]"
T08523060437,"[['accord', 'entreprise', 'accord', 'relatif', 'organisation', 'amenagement', 'temp', 'travail'], ['accord', 'entreprise', 'portant', 'amenagement', 'temp', 'travail'], ['amplitude', 'ouverture', 'entreprise'], ['temp', 'travail', 'effectif'], ['compensation', 'temp', 'trajet', 'inhabituels', 'hors', 'temp', 'travail', 'effectif'], ['durées', 'maximales', 'travail', 'temp', 'repos'], ['durée', 'maximale', 'quotidienne'], ['article', '3131-1', 'code', 'travail', 'garantit', 'salariés', 'repos', 'quotidien', 'durée', 'minimale', 'heures', 'entre', 'deux', 'jours', 'travail', 'sou', 'réserve', 'dérogations', 'prévues', 'article', '3131-2', 'définies', 'décret'], ['repos', 'hebdomadaire'], ['journée', 'solidarité'], ['période', 'référence'], ['décompte', 'congés'], ['modalités', 'prise', 'congés'], ['ordre', 'départs', 'congés', 'dépôt', 'demandes'], ['obligation', 'déconnexion'], ['définition'], ['sensibilisation', 'formation', 'déconnexion'], ['lutte', 'contre', 'stress', 'lié', 'utilisation', 'outils', 'numériques', 'professionnels'], ['annualisation', 'temp', 'travail'], ['disposition', 'générales'], ['durée', 'travail'], ['jours', 'réduction', 'temp', 'travail'], ['modalités', 'prise', 'jours', 'réduction', 'temp', 'travail'], ['heures', 'supplémentaires'], ['définition'], ['constituent', 'heures', 'supplémentaires'], ['contingent'], ['disposition', 'spécifiques', 'travail', 'temp', 'partiel'], ['durée', 'travail'], ['organisation', 'annualisation', 'temp', 'travail'], ['heures', 'complémentaires'], ['contrat', 'travail'], ['qualification', 'salarié'], ['lissage', 'rémunération'], ['forfait', 'annuel', 'jours'], ['décompte', 'jours', 'travaillés'], ['incidence', 'absence'], ['dépassement', 'forfait'], ['organisation', 'temp', 'travail'], ['durée', 'quotidienne', 'travail', 'effectif'], ['repos', 'hebdomadaire'], ['rappel', 'droit', 'déconnexion'], ['suivi', 'contrôle', 'organisation', 'temp', 'travail'], ['suivi', 'forfait'], ['jours', 'fériés', 'chômés'], ['suivi', 'collectif', 'forfaits', 'jours'], ['accord', 'cette', 'demande', 'formalisé', 'avenant', 'contrat', 'travail'], ['durée', 'accord', 'révision', 'dénonciation'], ['accord', 'entreprise', 'accord', 'relatif', 'organisation', 'amenagement', 'temp', 'travail']]"
